ID,code,start,end,01 - Location third,02 - Location flank,03 - End location third,04 - End location flank,05 - Length,06 - Number of team events,07 - Outcome,09 - xG,11 - Start location X,12 - Start location Y,13 - Duration,14 - Formation,15 - End location X,16 - End location Y,10 - Players,08 - Transition
133,Ball in play,991.370138,1041.184825,Own third,Left flank,Final third,Left flank,Very long,15 or more,,,34,17,49,4-2-3-1,4,56,"17. Zinchenko, 15. Kiwior, 4. White, 5. Partey, 3. Tierney, 11. Gabriel Martinelli, 41. Rice",Low
134,Arsenal - Possessions,991.370138,1041.184825,Own third,Left flank,Final third,Left flank,Very long,15 or more,,,34,17,49,4-2-3-1,4,56,"17. Zinchenko, 15. Kiwior, 4. White, 5. Partey, 3. Tierney, 11. Gabriel Martinelli, 41. Rice",Low
135,Arsenal - Open play attacks,991.370138,1041.184825,Own third,Left flank,Final third,Left flank,Very long,15 or more,,,34,17,49,4-2-3-1,4,56,"17. Zinchenko, 15. Kiwior, 4. White, 5. Partey, 3. Tierney, 11. Gabriel Martinelli, 41. Rice",Low
136,Arsenal - Crosses,991.370138,1041.184825,Own third,Left flank,Final third,Left flank,Very long,15 or more,,,34,17,49,4-2-3-1,4,56,"17. Zinchenko, 15. Kiwior, 4. White, 5. Partey, 3. Tierney, 11. Gabriel Martinelli, 41. Rice",Low
137,Ball in play,1041.174825,1049.503514,Own third,Right flank,Own third,Center,Short,4 or less,,,4,56,4,5-4-1,0,43,16. Sugawara,
138,Southampton - Possessions,1041.174825,1049.503514,Own third,Right flank,Own third,Center,Short,4 or less,,,4,56,4,5-4-1,0,43,16. Sugawara,
139,Ball in play,1080.821998,1083.230494,Final third,Left flank,Final third,Center,Short,4 or less,,,105,0,1,4-2-3-1,7,37,41. Rice,
140,Arsenal - Possessions,1080.821998,1083.230494,Final third,Left flank,Final third,Center,Short,4 or less,,,105,0,1,4-2-3-1,7,37,41. Rice,
141,Arsenal - Set Pieces,1080.821998,1083.230494,Final third,Left flank,Final third,Center,Short,4 or less,,,105,0,1,4-2-3-1,7,37,41. Rice,
142,Arsenal - Corners,1080.821998,1083.230494,Final third,Left flank,Final third,Center,Short,4 or less,,,105,0,1,4-2-3-1,7,37,41. Rice,
143,Ball in play,1083.220494,1084.682351,Own third,Center,Own third,Left flank,Short,4 or less,,,7,37,1,5-4-1,90,47,15. Wood,Low
144,Southampton - Possessions,1083.220494,1084.682351,Own third,Center,Own third,Left flank,Short,4 or less,,,7,37,1,5-4-1,90,47,15. Wood,Low
145,Ball in play,1084.672351,1091.385581,Final third,Right flank,Final third,Center,Short,4 or less,,,90,47,6,4-2-3-1,14,33,"53. Nwaneri, 3. Tierney, 30. Sterling",High
146,Arsenal - Possessions,1084.672351,1091.385581,Final third,Right flank,Final third,Center,Short,4 or less,,,90,47,6,4-2-3-1,14,33,"53. Nwaneri, 3. Tierney, 30. Sterling",High
147,Arsenal - Open play attacks,1084.672351,1091.385581,Final third,Right flank,Final third,Center,Short,4 or less,,,90,47,6,4-2-3-1,14,33,"53. Nwaneri, 3. Tierney, 30. Sterling",High
148,Ball in play,1091.375581,1103.383693,Own third,Center,Final third,Center,Medium,5-9,,,14,33,12,5-4-1,9,36,"18. Mateus Fernandes, 26. Ugochukwu, 20. Sulemana",Low
149,Southampton - Possessions,1091.375581,1103.383693,Own third,Center,Final third,Center,Medium,5-9,,,14,33,12,5-4-1,9,36,"18. Mateus Fernandes, 26. Ugochukwu, 20. Sulemana",Low
150,Southampton - Crosses,1091.375581,1103.383693,Own third,Center,Final third,Center,Medium,5-9,,,14,33,12,5-4-1,9,36,"18. Mateus Fernandes, 26. Ugochukwu, 20. Sulemana",Low
151,Southampton - Counterattacks,1091.375581,1103.383693,Own third,Center,Final third,Center,Medium,5-9,,,14,33,12,5-4-1,9,36,"18. Mateus Fernandes, 26. Ugochukwu, 20. Sulemana",Low
152,Ball in play,1103.373693,1110.304661,Own third,Center,Own third,Right flank,Short,4 or less,,,9,36,3,4-2-3-1,105,10,17. Zinchenko,
153,Arsenal - Possessions,1103.373693,1110.304661,Own third,Center,Own third,Right flank,Short,4 or less,,,9,36,3,4-2-3-1,105,10,17. Zinchenko,
154,Ball in play,1140.000737,1142.192029,Final third,Left flank,Final third,Center,Short,4 or less,,,105,0,1,5-4-1,5,42,"18. Mateus Fernandes, 26. Ugochukwu",
155,Southampton - Possessions,1140.000737,1142.192029,Final third,Left flank,Final third,Center,Short,4 or less,,,105,0,1,5-4-1,5,42,"18. Mateus Fernandes, 26. Ugochukwu",
156,Southampton - Set Pieces,1140.000737,1142.192029,Final third,Left flank,Final third,Center,Short,4 or less,,,105,0,1,5-4-1,5,42,"18. Mateus Fernandes, 26. Ugochukwu",
157,Southampton - Corners,1140.000737,1142.192029,Final third,Left flank,Final third,Center,Short,4 or less,,,105,0,1,5-4-1,5,42,"18. Mateus Fernandes, 26. Ugochukwu",
158,Ball in play,1142.182029,1145.81154,Own third,Center,Own third,Right flank,Short,4 or less,,,5,42,2,4-2-3-1,105,14,41. Rice,
159,Arsenal - Possessions,1142.182029,1145.81154,Own third,Center,Own third,Right flank,Short,4 or less,,,5,42,2,4-2-3-1,105,14,41. Rice,
160,Ball in play,1168.269687,1171.368826,Final third,Left flank,Final third,Center,Short,4 or less,,,105,0,1,5-4-1,7,33,18. Mateus Fernandes,
161,Southampton - Possessions,1168.269687,1171.368826,Final third,Left flank,Final third,Center,Short,4 or less,,,105,0,1,5-4-1,7,33,18. Mateus Fernandes,
162,Southampton - Set Pieces,1168.269687,1171.368826,Final third,Left flank,Final third,Center,Short,4 or less,,,105,0,1,5-4-1,7,33,18. Mateus Fernandes,
163,Southampton - Corners,1168.269687,1171.368826,Final third,Left flank,Final third,Center,Short,4 or less,,,105,0,1,5-4-1,7,33,18. Mateus Fernandes,
164,Ball in play,1171.358826,1173.500343,Own third,Center,Own third,Center,Short,4 or less,,,7,33,1,4-2-3-1,77,30,15. Kiwior,
165,Arsenal - Possessions,1171.358826,1173.500343,Own third,Center,Own third,Center,Short,4 or less,,,7,33,1,4-2-3-1,77,30,15. Kiwior,
166,Ball in play,1173.490343,1177.30192,Final third,Center,Final third,Center,Short,4 or less,Shot,less than 0.1,77,30,0,5-4-1,16,36,16. Sugawara,
167,Southampton - Possessions,1173.490343,1177.30192,Final third,Center,Final third,Center,Short,4 or less,Shot,less than 0.1,77,30,0,5-4-1,16,36,16. Sugawara,
168,Southampton - Highlights,1173.490343,1177.30192,Final third,Center,Final third,Center,Short,4 or less,Shot,less than 0.1,77,30,0,5-4-1,16,36,16. Sugawara,
169,Southampton - Open play attacks,1173.490343,1177.30192,Final third,Center,Final third,Center,Short,4 or less,Shot,less than 0.1,77,30,0,5-4-1,16,36,16. Sugawara,
170,Southampton - Shots,1173.490343,1177.30192,Final third,Center,Final third,Center,Short,4 or less,Shot,less than 0.1,77,30,0,5-4-1,16,36,16. Sugawara,
171,Ball in play,1174.30192,1180.317522,Own third,Center,Own third,Center,Short,4 or less,,,16,36,3,4-2-3-1,105,41,41. Rice,
172,Arsenal - Possessions,1174.30192,1180.317522,Own third,Center,Own third,Center,Short,4 or less,,,16,36,3,4-2-3-1,105,41,41. Rice,
173,Ball in play,1229.952027,1232.75554,Final third,Right flank,Final third,Center,Short,4 or less,,,105,68,1,5-4-1,15,38,18. Mateus Fernandes,
174,Southampton - Possessions,1229.952027,1232.75554,Final third,Right flank,Final third,Center,Short,4 or less,,,105,68,1,5-4-1,15,38,18. Mateus Fernandes,
175,Southampton - Set Pieces,1229.952027,1232.75554,Final third,Right flank,Final third,Center,Short,4 or less,,,105,68,1,5-4-1,15,38,18. Mateus Fernandes,
176,Southampton - Corners,1229.952027,1232.75554,Final third,Right flank,Final third,Center,Short,4 or less,,,105,68,1,5-4-1,15,38,18. Mateus Fernandes,
177,Ball in play,1232.74554,1238.923443,Own third,Center,Middle third,Center,Short,4 or less,,,15,38,4,4-2-3-1,55,25,"30. Sterling, 41. Rice",Low
178,Arsenal - Possessions,1232.74554,1238.923443,Own third,Center,Middle third,Center,Short,4 or less,,,15,38,4,4-2-3-1,55,25,"30. Sterling, 41. Rice",Low
179,Ball in play,1238.913443,1248.241145,Middle third,Center,Final third,Center,Short,4 or less,,,55,25,6,5-4-1,15,37,"16. Sugawara, 34. Welington",Medium
180,Southampton - Possessions,1238.913443,1248.241145,Middle third,Center,Final third,Center,Short,4 or less,,,55,25,6,5-4-1,15,37,"16. Sugawara, 34. Welington",Medium
181,Southampton - Crosses,1238.913443,1248.241145,Middle third,Center,Final third,Center,Short,4 or less,,,55,25,6,5-4-1,15,37,"16. Sugawara, 34. Welington",Medium
182,Ball in play,1248.231145,1282.377787,Own third,Center,Final third,Center,Long,10-14,,,15,37,34,4-2-3-1,7,30,"22. David Raya, 5. Partey, 3. Tierney, 17. Zinchenko, 11. Gabriel Martinelli, 15. Kiwior",Low
183,Arsenal - Possessions,1248.231145,1282.377787,Own third,Center,Final third,Center,Long,10-14,,,15,37,34,4-2-3-1,7,30,"22. David Raya, 5. Partey, 3. Tierney, 17. Zinchenko, 11. Gabriel Martinelli, 15. Kiwior",Low
184,Arsenal - Open play attacks,1248.231145,1282.377787,Own third,Center,Final third,Center,Long,10-14,,,15,37,34,4-2-3-1,7,30,"22. David Raya, 5. Partey, 3. Tierney, 17. Zinchenko, 11. Gabriel Martinelli, 15. Kiwior",Low
185,Arsenal - Crosses,1248.231145,1282.377787,Own third,Center,Final third,Center,Long,10-14,,,15,37,34,4-2-3-1,7,30,"22. David Raya, 5. Partey, 3. Tierney, 17. Zinchenko, 11. Gabriel Martinelli, 15. Kiwior",Low
186,Arsenal - Goalkeeper distributions,1248.231145,1282.377787,Own third,Center,Final third,Center,Long,10-14,,,15,37,34,4-2-3-1,7,30,"22. David Raya, 5. Partey, 3. Tierney, 17. Zinchenko, 11. Gabriel Martinelli, 15. Kiwior",Low
187,Ball in play,1282.367787,1288.649887,Own third,Center,Own third,Left flank,Short,4 or less,,,7,30,3,5-4-1,0,16,21. Taylor,
188,Southampton - Possessions,1282.367787,1288.649887,Own third,Center,Own third,Left flank,Short,4 or less,,,7,30,3,5-4-1,0,16,21. Taylor,
189,Ball in play,1332.564228,1335.883737,Final third,Right flank,Final third,Center,Short,4 or less,,,105,68,1,4-2-3-1,4,38,53. Nwaneri,
190,Arsenal - Possessions,1332.564228,1335.883737,Final third,Right flank,Final third,Center,Short,4 or less,,,105,68,1,4-2-3-1,4,38,53. Nwaneri,
191,Arsenal - Set Pieces,1332.564228,1335.883737,Final third,Right flank,Final third,Center,Short,4 or less,,,105,68,1,4-2-3-1,4,38,53. Nwaneri,
192,Arsenal - Corners,1332.564228,1335.883737,Final third,Right flank,Final third,Center,Short,4 or less,,,105,68,1,4-2-3-1,4,38,53. Nwaneri,
193,Ball in play,1335.873737,1343.125782,Own third,Center,Own third,Right flank,Short,4 or less,,,4,38,4,5-4-1,11,68,21. Taylor,
194,Southampton - Possessions,1335.873737,1343.125782,Own third,Center,Own third,Right flank,Short,4 or less,,,4,38,4,5-4-1,11,68,21. Taylor,
195,Ball in play,1356.703406,1388.786387,Final third,Left flank,Final third,Left flank,Long,10-14,,,95,0,31,4-2-3-1,7,55,"17. Zinchenko, 11. Gabriel Martinelli, 4. White, 53. Nwaneri, 30. Sterling, 3. Tierney",
196,Arsenal - Possessions,1356.703406,1388.786387,Final third,Left flank,Final third,Left flank,Long,10-14,,,95,0,31,4-2-3-1,7,55,"17. Zinchenko, 11. Gabriel Martinelli, 4. White, 53. Nwaneri, 30. Sterling, 3. Tierney",
197,Arsenal - Set Pieces,1356.703406,1388.786387,Final third,Left flank,Final third,Left flank,Long,10-14,,,95,0,31,4-2-3-1,7,55,"17. Zinchenko, 11. Gabriel Martinelli, 4. White, 53. Nwaneri, 30. Sterling, 3. Tierney",
198,Arsenal - Throw ins,1356.703406,1388.786387,Final third,Left flank,Final third,Left flank,Long,10-14,,,95,0,31,4-2-3-1,7,55,"17. Zinchenko, 11. Gabriel Martinelli, 4. White, 53. Nwaneri, 30. Sterling, 3. Tierney",
199,Ball in play,1388.776387,1393.234843,Own third,Right flank,Middle third,Right flank,Short,4 or less,,,7,55,3,5-4-1,66,18,46. Robinson,Low
200,Southampton - Possessions,1388.776387,1393.234843,Own third,Right flank,Middle third,Right flank,Short,4 or less,,,7,55,3,5-4-1,66,18,46. Robinson,Low
201,Ball in play,1393.224843,1420.909503,Middle third,Left flank,Final third,Center,Long,10-14,Shot,less than 0.1,66,18,23,4-2-3-1,0,15,"3. Tierney, 5. Partey, 41. Rice, 53. Nwaneri, 17. Zinchenko, 11. Gabriel Martinelli, 23. Mikel Merino",
202,Arsenal - Possessions,1393.224843,1420.909503,Middle third,Left flank,Final third,Center,Long,10-14,Shot,less than 0.1,66,18,23,4-2-3-1,0,15,"3. Tierney, 5. Partey, 41. Rice, 53. Nwaneri, 17. Zinchenko, 11. Gabriel Martinelli, 23. Mikel Merino",
203,Arsenal - Highlights,1393.224843,1420.909503,Middle third,Left flank,Final third,Center,Long,10-14,Shot,less than 0.1,66,18,23,4-2-3-1,0,15,"3. Tierney, 5. Partey, 41. Rice, 53. Nwaneri, 17. Zinchenko, 11. Gabriel Martinelli, 23. Mikel Merino",
204,Arsenal - Open play attacks,1393.224843,1420.909503,Middle third,Left flank,Final third,Center,Long,10-14,Shot,less than 0.1,66,18,23,4-2-3-1,0,15,"3. Tierney, 5. Partey, 41. Rice, 53. Nwaneri, 17. Zinchenko, 11. Gabriel Martinelli, 23. Mikel Merino",
205,Arsenal - Crosses,1393.224843,1420.909503,Middle third,Left flank,Final third,Center,Long,10-14,Shot,less than 0.1,66,18,23,4-2-3-1,0,15,"3. Tierney, 5. Partey, 41. Rice, 53. Nwaneri, 17. Zinchenko, 11. Gabriel Martinelli, 23. Mikel Merino",
206,Arsenal - Shots,1393.224843,1420.909503,Middle third,Left flank,Final third,Center,Long,10-14,Shot,less than 0.1,66,18,23,4-2-3-1,0,15,"3. Tierney, 5. Partey, 41. Rice, 53. Nwaneri, 17. Zinchenko, 11. Gabriel Martinelli, 23. Mikel Merino",
207,Ball in play,1451.907623,1456.794993,Own third,Center,Final third,Center,Short,4 or less,,,0,35,2,5-4-1,33,30,30. Ramsdale,
208,Southampton - Possessions,1451.907623,1456.794993,Own third,Center,Final third,Center,Short,4 or less,,,0,35,2,5-4-1,33,30,30. Ramsdale,
209,Southampton - Goalkeeper distributions,1451.907623,1456.794993,Own third,Center,Final third,Center,Short,4 or less,,,0,35,2,5-4-1,33,30,30. Ramsdale,
210,Ball in play,1456.784993,1476.46916,Own third,Center,Final third,Right flank,Medium,5-9,,,33,30,20,4-2-3-1,32,15,"3. Tierney, 22. David Raya, 5. Partey, 53. Nwaneri",Low
211,Arsenal - Possessions,1456.784993,1476.46916,Own third,Center,Final third,Right flank,Medium,5-9,,,33,30,20,4-2-3-1,32,15,"3. Tierney, 22. David Raya, 5. Partey, 53. Nwaneri",Low
212,Ball in play,1476.45916,1479.519949,Own third,Left flank,Own third,Left flank,Short,4 or less,,,32,15,2,5-4-1,71,57,26. Ugochukwu,
213,Southampton - Possessions,1476.45916,1479.519949,Own third,Left flank,Own third,Left flank,Short,4 or less,,,32,15,2,5-4-1,71,57,26. Ugochukwu,
214,Ball in play,1526.983198,1531.038104,Own third,Left flank,Final third,Center,Short,4 or less,,,30,20,4,5-4-1,27,35,"30. Ramsdale, 11. Stewart, 15. Wood",
215,Southampton - Possessions,1526.983198,1531.038104,Own third,Left flank,Final third,Center,Short,4 or less,,,30,20,4,5-4-1,27,35,"30. Ramsdale, 11. Stewart, 15. Wood",
216,Southampton - Open play attacks,1526.983198,1531.038104,Own third,Left flank,Final third,Center,Short,4 or less,,,30,20,4,5-4-1,27,35,"30. Ramsdale, 11. Stewart, 15. Wood",
217,Southampton - Goalkeeper distributions,1526.983198,1531.038104,Own third,Left flank,Final third,Center,Short,4 or less,,,30,20,4,5-4-1,27,35,"30. Ramsdale, 11. Stewart, 15. Wood",
218,Ball in play,1531.028104,1532.543998,Own third,Center,Own third,Center,Short,4 or less,,,27,35,1,4-2-3-1,74,29,3. Tierney,Low
219,Arsenal - Possessions,1531.028104,1532.543998,Own third,Center,Own third,Center,Short,4 or less,,,27,35,1,4-2-3-1,74,29,3. Tierney,Low
220,Ball in play,1532.533998,1534.055429,Final third,Center,Final third,Center,Short,4 or less,,,74,29,1,5-4-1,15,27,11. Stewart,High
221,Southampton - Possessions,1532.533998,1534.055429,Final third,Center,Final third,Center,Short,4 or less,,,74,29,1,5-4-1,15,27,11. Stewart,High
222,Ball in play,1534.045429,1535.846193,Own third,Center,Own third,Center,Short,4 or less,,,15,27,1,4-2-3-1,72,41,41. Rice,Low
223,Arsenal - Possessions,1534.045429,1535.846193,Own third,Center,Own third,Center,Short,4 or less,,,15,27,1,4-2-3-1,72,41,41. Rice,Low
224,Ball in play,1535.836193,1556.524126,Final third,Center,Middle third,Left flank,Medium,5-9,,,72,41,17,5-4-1,59,63,"4. Downes, 21. Taylor, 20. Sulemana, 18. Mateus Fernandes, 34. Welington, 26. Ugochukwu",High
225,Southampton - Possessions,1535.836193,1556.524126,Final third,Center,Middle third,Left flank,Medium,5-9,,,72,41,17,5-4-1,59,63,"4. Downes, 21. Taylor, 20. Sulemana, 18. Mateus Fernandes, 34. Welington, 26. Ugochukwu",High
226,Southampton - Open play attacks,1535.836193,1556.524126,Final third,Center,Middle third,Left flank,Medium,5-9,,,72,41,17,5-4-1,59,63,"4. Downes, 21. Taylor, 20. Sulemana, 18. Mateus Fernandes, 34. Welington, 26. Ugochukwu",High
227,Ball in play,1556.514126,1557.406878,Middle third,Right flank,Final third,Right flank,Short,4 or less,,,59,63,0,4-2-3-1,30,17,4. White,Medium
228,Arsenal - Possessions,1556.514126,1557.406878,Middle third,Right flank,Final third,Right flank,Short,4 or less,,,59,63,0,4-2-3-1,30,17,4. White,Medium
229,Ball in play,1557.396878,1559.341821,Own third,Left flank,Own third,Left flank,Short,4 or less,,,30,17,2,5-4-1,70,53,18. Mateus Fernandes,
230,Southampton - Possessions,1557.396878,1559.341821,Own third,Left flank,Own third,Left flank,Short,4 or less,,,30,17,2,5-4-1,70,53,18. Mateus Fernandes,
231,Ball in play,1559.331821,1588.217752,Final third,Right flank,Final third,Center,Long,10-14,Shot on goal,less than 0.1,70,53,25,4-2-3-1,3,34,"11. Gabriel Martinelli, 30. Sterling, 23. Mikel Merino, 17. Zinchenko, 41. Rice, 5. Partey",High
232,Arsenal - Possessions,1559.331821,1588.217752,Final third,Right flank,Final third,Center,Long,10-14,Shot on goal,less than 0.1,70,53,25,4-2-3-1,3,34,"11. Gabriel Martinelli, 30. Sterling, 23. Mikel Merino, 17. Zinchenko, 41. Rice, 5. Partey",High
233,Arsenal - Highlights,1559.331821,1588.217752,Final third,Right flank,Final third,Center,Long,10-14,Shot on goal,less than 0.1,70,53,25,4-2-3-1,3,34,"11. Gabriel Martinelli, 30. Sterling, 23. Mikel Merino, 17. Zinchenko, 41. Rice, 5. Partey",High
234,Arsenal - Open play attacks,1559.331821,1588.217752,Final third,Right flank,Final third,Center,Long,10-14,Shot on goal,less than 0.1,70,53,25,4-2-3-1,3,34,"11. Gabriel Martinelli, 30. Sterling, 23. Mikel Merino, 17. Zinchenko, 41. Rice, 5. Partey",High
235,Arsenal - Crosses,1559.331821,1588.217752,Final third,Right flank,Final third,Center,Long,10-14,Shot on goal,less than 0.1,70,53,25,4-2-3-1,3,34,"11. Gabriel Martinelli, 30. Sterling, 23. Mikel Merino, 17. Zinchenko, 41. Rice, 5. Partey",High
236,Arsenal - Shots,1559.331821,1588.217752,Final third,Right flank,Final third,Center,Long,10-14,Shot on goal,less than 0.1,70,53,25,4-2-3-1,3,34,"11. Gabriel Martinelli, 30. Sterling, 23. Mikel Merino, 17. Zinchenko, 41. Rice, 5. Partey",High
237,Ball in play,1585.217752,1611.663821,Own third,Center,Final third,Center,Long,4 or less,,,3,34,25,5-4-1,27,23,"30. Ramsdale, 11. Stewart",
238,Southampton - Possessions,1585.217752,1611.663821,Own third,Center,Final third,Center,Long,4 or less,,,3,34,25,5-4-1,27,23,"30. Ramsdale, 11. Stewart",
239,Southampton - Open play attacks,1585.217752,1611.663821,Own third,Center,Final third,Center,Long,4 or less,,,3,34,25,5-4-1,27,23,"30. Ramsdale, 11. Stewart",
240,Ball in play,1611.653821,1613.102663,Own third,Center,Middle third,Left flank,Short,4 or less,,,27,23,1,4-2-3-1,57,54,15. Kiwior,Low
241,Arsenal - Possessions,1611.653821,1613.102663,Own third,Center,Middle third,Left flank,Short,4 or less,,,27,23,1,4-2-3-1,57,54,15. Kiwior,Low
242,Ball in play,1613.092663,1647.221799,Middle third,Right flank,Final third,Right flank,Long,15 or more,,,57,54,34,5-4-1,9,13,"16. Sugawara, 11. Stewart, 4. Downes, 46. Robinson, 18. Mateus Fernandes, 26. Ugochukwu, 21. Taylor, 34. Welington, 15. Wood",Medium
243,Southampton - Possessions,1613.092663,1647.221799,Middle third,Right flank,Final third,Right flank,Long,15 or more,,,57,54,34,5-4-1,9,13,"16. Sugawara, 11. Stewart, 4. Downes, 46. Robinson, 18. Mateus Fernandes, 26. Ugochukwu, 21. Taylor, 34. Welington, 15. Wood",Medium
244,Southampton - Open play attacks,1613.092663,1647.221799,Middle third,Right flank,Final third,Right flank,Long,15 or more,,,57,54,34,5-4-1,9,13,"16. Sugawara, 11. Stewart, 4. Downes, 46. Robinson, 18. Mateus Fernandes, 26. Ugochukwu, 21. Taylor, 34. Welington, 15. Wood",Medium
245,Southampton - Crosses,1613.092663,1647.221799,Middle third,Right flank,Final third,Right flank,Long,15 or more,,,57,54,34,5-4-1,9,13,"16. Sugawara, 11. Stewart, 4. Downes, 46. Robinson, 18. Mateus Fernandes, 26. Ugochukwu, 21. Taylor, 34. Welington, 15. Wood",Medium
246,Ball in play,1647.211799,1648.663691,Own third,Left flank,Own third,Left flank,Short,4 or less,,,9,13,1,4-2-3-1,87,48,17. Zinchenko,
247,Arsenal - Possessions,1647.211799,1648.663691,Own third,Left flank,Own third,Left flank,Short,4 or less,,,9,13,1,4-2-3-1,87,48,17. Zinchenko,
248,Ball in play,1648.653691,1651.205057,Final third,Right flank,Final third,Center,Short,4 or less,,,87,48,1,5-4-1,11,28,4. Downes,High
249,Southampton - Possessions,1648.653691,1651.205057,Final third,Right flank,Final third,Center,Short,4 or less,,,87,48,1,5-4-1,11,28,4. Downes,High
250,Ball in play,1651.195057,1654.425486,Own third,Center,Middle third,Center,Short,4 or less,,,11,28,2,4-2-3-1,55,40,3. Tierney,Low
251,Arsenal - Possessions,1651.195057,1654.425486,Own third,Center,Middle third,Center,Short,4 or less,,,11,28,2,4-2-3-1,55,40,3. Tierney,Low
252,Ball in play,1654.415486,1679.258808,Middle third,Center,Middle third,Right flank,Long,5-9,,,55,40,24,5-4-1,43,16,"15. Wood, 21. Taylor, 30. Ramsdale, 4. Downes",Medium
253,Southampton - Possessions,1654.415486,1679.258808,Middle third,Center,Middle third,Right flank,Long,5-9,,,55,40,24,5-4-1,43,16,"15. Wood, 21. Taylor, 30. Ramsdale, 4. Downes",Medium
254,Ball in play,1679.248808,1694.657024,Middle third,Left flank,Final third,Right flank,Medium,5-9,,,43,16,14,4-2-3-1,20,14,"3. Tierney, 5. Partey, 4. White, 30. Sterling",Medium
255,Arsenal - Possessions,1679.248808,1694.657024,Middle third,Left flank,Final third,Right flank,Medium,5-9,,,43,16,14,4-2-3-1,20,14,"3. Tierney, 5. Partey, 4. White, 30. Sterling",Medium
256,Ball in play,1694.647024,1778.333171,Own third,Left flank,Final third,Center,Very long,15 or more,,,20,14,83,5-4-1,17,41,"34. Welington, 26. Ugochukwu, 20. Sulemana, 4. Downes, 16. Sugawara, 46. Robinson, 18. Mateus Fernandes, 21. Taylor, 15. Wood, 11. Stewart",Low
257,Southampton - Possessions,1694.647024,1778.333171,Own third,Left flank,Final third,Center,Very long,15 or more,,,20,14,83,5-4-1,17,41,"34. Welington, 26. Ugochukwu, 20. Sulemana, 4. Downes, 16. Sugawara, 46. Robinson, 18. Mateus Fernandes, 21. Taylor, 15. Wood, 11. Stewart",Low
258,Southampton - Open play attacks,1694.647024,1778.333171,Own third,Left flank,Final third,Center,Very long,15 or more,,,20,14,83,5-4-1,17,41,"34. Welington, 26. Ugochukwu, 20. Sulemana, 4. Downes, 16. Sugawara, 46. Robinson, 18. Mateus Fernandes, 21. Taylor, 15. Wood, 11. Stewart",Low
259,Ball in play,1778.323171,1779.963245,Own third,Center,Own third,Right flank,Short,4 or less,,,17,41,1,4-2-3-1,84,21,"41. Rice, 15. Kiwior",Low
260,Arsenal - Possessions,1778.323171,1779.963245,Own third,Center,Own third,Right flank,Short,4 or less,,,17,41,1,4-2-3-1,84,21,"41. Rice, 15. Kiwior",Low
261,Ball in play,1779.953245,1794.151588,Final third,Left flank,Final third,Center,Medium,5-9,Shot,from 0.1 to 0.35,84,21,12,5-4-1,105,21,"18. Mateus Fernandes, 11. Stewart",
262,Southampton - Possessions,1779.953245,1794.151588,Final third,Left flank,Final third,Center,Medium,5-9,Shot,from 0.1 to 0.35,84,21,12,5-4-1,105,21,"18. Mateus Fernandes, 11. Stewart",
263,Southampton - Highlights,1779.953245,1794.151588,Final third,Left flank,Final third,Center,Medium,5-9,Shot,from 0.1 to 0.35,84,21,12,5-4-1,105,21,"18. Mateus Fernandes, 11. Stewart",
264,Southampton - Open play attacks,1779.953245,1794.151588,Final third,Left flank,Final third,Center,Medium,5-9,Shot,from 0.1 to 0.35,84,21,12,5-4-1,105,21,"18. Mateus Fernandes, 11. Stewart",
265,Southampton - Crosses,1779.953245,1794.151588,Final third,Left flank,Final third,Center,Medium,5-9,Shot,from 0.1 to 0.35,84,21,12,5-4-1,105,21,"18. Mateus Fernandes, 11. Stewart",
266,Southampton - Shots,1779.953245,1794.151588,Final third,Left flank,Final third,Center,Medium,5-9,Shot,from 0.1 to 0.35,84,21,12,5-4-1,105,21,"18. Mateus Fernandes, 11. Stewart",
267,Ball in play,1808.4791,1824.47272,Own third,Center,Final third,Left flank,Medium,4 or less,,,0,35,14,4-2-3-1,24,52,"17. Zinchenko, 5. Partey",
268,Arsenal - Possessions,1808.4791,1824.47272,Own third,Center,Final third,Left flank,Medium,4 or less,,,0,35,14,4-2-3-1,24,52,"17. Zinchenko, 5. Partey",
269,Ball in play,1824.46272,1830.504608,Own third,Right flank,Own third,Right flank,Short,4 or less,,,24,52,3,5-4-1,91,11,16. Sugawara,Low
270,Southampton - Possessions,1824.46272,1830.504608,Own third,Right flank,Own third,Right flank,Short,4 or less,,,24,52,3,5-4-1,91,11,16. Sugawara,Low
271,Ball in play,1830.494608,1842.449819,Final third,Left flank,Final third,Center,Medium,5-9,,,91,11,11,4-2-3-1,3,31,"11. Gabriel Martinelli, 3. Tierney, 17. Zinchenko",High
272,Arsenal - Possessions,1830.494608,1842.449819,Final third,Left flank,Final third,Center,Medium,5-9,,,91,11,11,4-2-3-1,3,31,"11. Gabriel Martinelli, 3. Tierney, 17. Zinchenko",High
273,Arsenal - Open play attacks,1830.494608,1842.449819,Final third,Left flank,Final third,Center,Medium,5-9,,,91,11,11,4-2-3-1,3,31,"11. Gabriel Martinelli, 3. Tierney, 17. Zinchenko",High
274,Arsenal - Crosses,1830.494608,1842.449819,Final third,Left flank,Final third,Center,Medium,5-9,,,91,11,11,4-2-3-1,3,31,"11. Gabriel Martinelli, 3. Tierney, 17. Zinchenko",High
275,Ball in play,1842.439819,1844.675839,Own third,Center,Own third,Left flank,Short,4 or less,,,3,31,1,5-4-1,93,46,21. Taylor,Low
276,Southampton - Possessions,1842.439819,1844.675839,Own third,Center,Own third,Left flank,Short,4 or less,,,3,31,1,5-4-1,93,46,21. Taylor,Low
